,Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,price(100g)
1055,Marou,"Tien Giang, Gao Co-op",2012,70.0,Vietnam,70.0,Trinitario,Vietnam,122500.0
1056,Marou,Ben Tre,2012,78.0,Vietnam,70.0,Trinitario,Vietnam,136500.0
1057,Marou,Tien Giang,2012,80.0,Vietnam,60.0,Trinitario,Vietnam,120000.0
1058,Marou,Lam Dong,2012,74.0,Vietnam,70.0,Trinitario,Vietnam,129500.0
1059,Mars,"Matina 1-6, prototype",2010,65.0,U.S.A.,60.0,Blend,Costa Rica,97500.0
1060,Mars,Ivory Coast,2010,65.0,U.S.A.,60.0,Blend,Ivory Coast,97500.0
1061,Mars,Nigeria,2010,65.0,U.S.A.,65.0,Blend,Nigeria,105625.0
1062,Mars,"Ghana, prototype",2010,65.0,U.S.A.,70.0,Forastero,Ghana,113750.0
1063,Marsatta,Dominican Republic,2013,74.0,U.S.A.,45.0,Blend,Dominican Republic,83250.0
1064,Marsatta,Dominican Republic,2013,89.0,U.S.A.,50.0,Blend,Dominican Republic,111250.0
1065,Martin Mayer,Alto Beni,2016,76.0,Austria,55.0,Blend,Bolivia,104500.0
1066,Martin Mayer,Pisa,2016,82.0,Austria,60.0,Blend,Haiti,123000.0
1067,Martin Mayer,Tumaco,2016,74.0,Austria,65.0,Blend,Colombia,120250.0
1068,Mast Brothers,Guatemala,2015,76.0,U.S.A.,60.0,Blend,Guatemala,114000.0
1069,Mast Brothers,Tanzania,2015,74.0,U.S.A.,65.0,Blend,Tanzania,120250.0
1070,Mast Brothers,French Laundry 20th Anniversary,2014,75.0,U.S.A.,75.0,Blend,"Peru, Belize",140625.0
1071,Mast Brothers,Shake Shack,2012,73.0,U.S.A.,70.0,Blend,"Peru, Mad., Dom. Rep.",127750.0
1072,Mast Brothers,Madagascar,2012,72.0,U.S.A.,50.0,Trinitario,,90000.0
1073,Mast Brothers,Chuao,2012,73.0,U.S.A.,55.0,Trinitario,Venezuela,100375.0
1074,Mast Brothers,Brooklyn Blend,2011,72.0,U.S.A.,70.0,Blend,Other,126000.0
1075,Mast Brothers,"Chuao, Med. Roast",2011,76.0,U.S.A.,60.0,Trinitario,Venezuela,114000.0
1076,Mast Brothers,"Chuao, Dark Roast",2011,70.0,U.S.A.,60.0,Trinitario,Venezuela,105000.0
1077,Mast Brothers,"Chuao, Light Roast",2011,81.0,U.S.A.,55.0,Trinitario,Venezuela,111375.0
1078,Mast Brothers,Moho River,2011,70.0,U.S.A.,70.0,Trinitario,Belize,122500.0
1079,Mast Brothers,Papua New Guinea,2011,71.0,U.S.A.,55.0,Blend,Papua New Guinea,97625.0
1080,Mast Brothers,San Martin,2011,75.0,U.S.A.,60.0,Blend,Peru,112500.0
1081,Mast Brothers,Conacado,2011,73.0,U.S.A.,65.0,Blend,Dominican Republic,118625.0
1082,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",2011,74.0,U.S.A.,75.0,Blend,Dominican Republic,138750.0
1083,Mast Brothers,Patanemo,2010,81.0,U.S.A.,55.0,Criollo,Venezuela,111375.0
1084,Mast Brothers,Ocumare de la Costa,2010,75.0,U.S.A.,60.0,Blend,Venezuela,112500.0
1085,Mast Brothers,"Dominican Republic, Coop",2010,70.0,U.S.A.,65.0,Blend,Dominican Republic,113750.0
1086,Matale,"Malekula P., 2013",2013,72.0,Australia,70.0,Trinitario,Vanuatu,126000.0
1087,Matale,"Somia, 2013",2013,68.0,Australia,80.0,Trinitario,Madagascar,136000.0
1088,Matale,"Kulili P., 2013",2013,74.0,Australia,80.0,Trinitario,Papua New Guinea,148000.0
1089,Matale,Blend,2013,70.0,Australia,75.0,Trinitario,"PNG, Vanuatu, Mad",131250.0
1090,Maverick,Maya Mountain,2014,70.0,U.S.A.,65.0,Trinitario,Belize,113750.0
1091,Maverick,Elvesia,2014,70.0,U.S.A.,65.0,Blend,Dominican Republic,113750.0
1092,Maverick,Tumbes,2014,82.0,U.S.A.,65.0,Criollo,Peru,133250.0
1093,Maverick,"Morropon, Norandiono Coop, Piura",2014,63.0,U.S.A.,70.0,Criollo,Peru,110250.0
1094,Mayacama,Hispaniola,2016,72.0,U.S.A.,60.0,Blend,Domincan Republic,108000.0
1095,Meadowlands,Bolivia,2014,70.0,U.S.A.,50.0,Blend,Bolivia,87500.0
1096,Meadowlands,Venezuela,2014,70.0,U.S.A.,55.0,Blend,Venezuela,96250.0
1097,Meadowlands,Belize,2014,70.0,U.S.A.,60.0,Trinitario,Belize,105000.0
1098,Meadowlands,"Nicaragua, w/ inbs",2014,70.0,U.S.A.,60.0,Blend,Nicaragua,105000.0
1099,Meadowlands,Dominican Republic,2014,70.0,U.S.A.,70.0,Blend,Dominican Republic,122500.0
1100,Menakao (aka Cinagra),Madagascar,2012,80.0,Madagascar,50.0,Trinitario,Madagascar,100000.0
1101,Menakao (aka Cinagra),Madagascar,2012,72.0,Madagascar,50.0,Trinitario,Madagascar,90000.0
1102,Mesocacao,El Salvador,2015,80.0,Honduras,55.0,Blend,El Salvador,110000.0
1103,Mesocacao,El Salvador,2015,70.0,Honduras,60.0,Blend,El Salvador,105000.0
1104,Mesocacao,Honduras,2014,80.0,Honduras,65.0,Blend,Honduras,130000.0
1105,Mesocacao,Honduras,2014,70.0,Honduras,70.0,Blend,Honduras,122500.0
1106,Mesocacao,"La Tronca, Matagalpa",2014,70.0,Honduras,65.0,Blend,Nicaragua,113750.0
1107,Mesocacao,"La Tronca, Matagalpa",2014,80.0,Honduras,70.0,Blend,Nicaragua,140000.0
1108,Metiisto,"Fazenda Sempre Firme P., Bahia",2014,70.0,Sweden,60.0,Blend,Brazil,105000.0
1109,Metiisto,Akesson Estate,2014,72.0,Sweden,70.0,Trinitario,Madagascar,126000.0
1110,Metropolitan,South America,2015,70.0,Amsterdam,70.0,Trinitario,South America,122500.0
1111,Michel Cluizel,"Chiapas, Mokaya P.",2012,66.0,France,75.0,Blend,Mexico,123750.0
1112,Michel Cluizel,"Carenero Superior, Concepcion",2007,66.0,France,70.0,Trinitario,Venezuela,115500.0
1113,Michel Cluizel,Vila Gracinda,2007,67.0,France,70.0,Forastero,Sao Tome,117250.0
1114,Michel Cluizel,Carre Amer,2006,60.0,France,40.0,Blend,Other,60000.0
1115,Michel Cluizel,Carre Grand Noir,2006,85.0,France,40.0,Blend,Other,85000.0
1116,Michel Cluizel,Tamarina,2006,70.0,France,60.0,Forastero,Sao Tome,105000.0
1117,Michel Cluizel,Los Ancones P.,2006,67.0,France,80.0,Blend,Dominican Republic,134000.0
1118,Michel Cluizel,Mangaro P.,2006,65.0,France,80.0,Trinitario,Madagascar,130000.0
1119,Michel Cluizel,Maralumi P.,2006,64.0,France,80.0,Blend,Papua New Guinea,128000.0
1120,Michel Cluizel,Noir Infini,2006,99.0,France,40.0,Blend,Other,99000.0
1121,Middlebury,Maya Mountain,2015,80.0,U.S.A.,70.0,Trinitario,Belize,140000.0
1122,Middlebury,San Juan Estate,2015,70.0,U.S.A.,70.0,Trinitario,Trinidad,122500.0
1123,Middlebury,Oko Caribe,2015,75.0,U.S.A.,75.0,Blend,Dominican Republic,140625.0
1124,Middlebury,"Patanemo, Epoch, Donaldo",2015,75.0,U.S.A.,75.0,Blend,Venezuela,140625.0
1125,Middlebury,Kokoa Kamili,2015,75.0,U.S.A.,65.0,Blend,Tanzania,121875.0
1126,Middlebury,"Matagalpa, Cacao Bisiesto",2015,70.0,U.S.A.,70.0,Blend,Nicaragua,122500.0
1127,Middlebury,La Red,2013,75.0,U.S.A.,50.0,Blend,Dominican Republic,93750.0
1128,Middlebury,Belize,2013,80.0,U.S.A.,65.0,Trinitario,Belize,130000.0
1129,Middlebury,Houseblend,2012,65.0,U.S.A.,30.0,Blend,Other,48750.0
1130,Middlebury,Alto Beni,2012,75.0,U.S.A.,40.0,Criollo,Bolivia,75000.0
1131,Middlebury,"Balinese, Java",2012,70.0,U.S.A.,50.0,Criollo,Indonesia,87500.0
1132,Millcreek Cacao Roasters,Ecuador,2013,70.0,U.S.A.,50.0,Forastero (Nacional),Ecuador,87500.0
1133,Millcreek Cacao Roasters,Ecuador,2012,70.0,U.S.A.,70.0,Blend,Ecuador,122500.0
1134,Mindo,Ecuador,2010,67.0,U.S.A.,55.0,Blend,Ecuador,92125.0
1135,Mindo,Ecuador,2010,77.0,U.S.A.,55.0,Blend,Ecuador,105875.0
1136,Minimal,"Acul-du-Nord, 2015",2016,70.0,Japan,70.0,"Criollo, Trinitario",Haiti,122500.0
1137,Mission,"Fazenda Camboa, Bahia",2016,75.0,Brazil,75.0,Blend,Brazil,140625.0
1138,Mission,"Bahia, Fazenda Venturosa",2015,70.0,Brazil,70.0,Forastero (Parazinho),Brazil,122500.0
1139,Mita,Tumaco,2012,65.0,Colombia,50.0,Blend,Colombia,81250.0
1140,Moho,"Toledo District, w/ nibs",2013,73.0,U.S.A.,65.0,Trinitario,Belize,118625.0
1141,Moho,Toledo District,2013,72.0,U.S.A.,60.0,Trinitario,Belize,108000.0
1142,Moho,"Umoho R., Toledo District, San Felipe",2010,67.0,U.S.A.,55.0,Trinitario,Belize,92125.0
1143,Molucca,La Red,2015,70.0,U.S.A.,60.0,Blend,Domincan Republic,105000.0
1144,Molucca,Indonesia,2015,70.0,U.S.A.,55.0,Blend,Indonesia,96250.0
1145,Molucca,Peru,2015,70.0,U.S.A.,65.0,Blend,Peru,113750.0
1146,Momotombo,Matagalpa,2011,70.0,Nicaragua,55.0,Blend,Nicaragua,96250.0
1147,Momotombo,Mombacho,2011,70.0,Nicaragua,55.0,Blend,Nicaragua,96250.0
1148,Momotombo,Oscuro,2011,70.0,Nicaragua,65.0,Blend,Nicaragua,113750.0
1149,Monarque,Oko Caribe,2016,72.0,Canada,70.0,Blend,Dominican Republic,126000.0
1150,Monsieur Truffe,Papaua New Guinea,2014,70.0,Australia,65.0,Blend,Papua New Guinea,113750.0
1151,Montecristi,Manabi,2015,70.0,Ecuador,65.0,Blend,Ecuador,113750.0
1152,Montecristi,Manabi,2015,63.0,Ecuador,70.0,Blend,Ecuador,110250.0
1153,Montecristi,Manabi,2015,85.0,Ecuador,70.0,Blend,Ecuador,148750.0
1154,Muchomas (Mesocacao),Nicaragua,2015,70.0,U.S.A.,70.0,Blend,Nicaragua,122500.0
1155,Muchomas (Mesocacao),Nicaragua,2015,80.0,U.S.A.,70.0,Blend,Nicaragua,140000.0
1156,Mutari,"Kokoa Kamili, batch 1 SRB",2016,68.0,U.S.A.,55.0,Blend,Tanzania,93500.0
1157,Mutari,"Oko Caribe, batch 1 SRB",2016,71.0,U.S.A.,55.0,Blend,Domincan Republic,97625.0
1158,Mutari,"Ambanja, batch 1 SRB",2016,68.0,U.S.A.,55.0,Blend,Madagascar,93500.0
1159,Mutari,"Tien Giang, batch 1 SRB",2016,80.0,U.S.A.,60.0,Trinitario,Vietnam,120000.0
1160,Nahua,"Costa Rica, Oscuro",2013,58.0,Costa Rica,50.0,Blend,Costa Rica,72500.0
1161,Nahua,"Costa Rica, Oscuro",2013,70.0,Costa Rica,60.0,Blend,Costa Rica,105000.0
1162,Naive,Trinidad & Tobago,2013,70.0,Lithuania,75.0,Blend,"Trinidad, Tobago",131250.0
1163,Naive,"Maranon Canyon, Fortunato No. 4",2013,78.0,Lithuania,75.0,Forastero (Nacional),Peru,146250.0
1164,Naive,Grenada,2012,71.0,Lithuania,50.0,Trinitario,Grenada,88750.0
1165,Na�ve,Nicaragua,2014,70.0,Lithuania,65.0,Criollo,Nicaragua,113750.0
1166,Na�ve,Chuao,2014,75.0,Lithuania,55.0,Trinitario,Venezuela,103125.0
1167,Na�ve,Barinas,2014,70.0,Lithuania,60.0,Blend,Venezuela,105000.0
1168,Nanea,Criollo Blend,2013,85.0,U.S.A.,70.0,Blend,Hawaii,148750.0
1169,Nathan Miller,Peru,2014,72.0,U.S.A.,45.0,Blend,Peru,81000.0
1170,Nathan Miller,Hispaniola,2014,70.0,U.S.A.,50.0,Blend,Dominican Republic,87500.0
1171,Nathan Miller,Madagascar,2014,73.5,U.S.A.,50.0,Trinitario,Madagascar,91875.0
1172,Nathan Miller,Ghana,2014,70.0,U.S.A.,70.0,Forastero,Ghana,122500.0
1173,Neuhaus (Callebaut),Papua New Guinea,2010,70.0,Belgium,50.0,Criollo,Papua New Guinea,87500.0
1174,Neuhaus (Callebaut),Manickchand Estate,2008,67.0,Belgium,75.0,Trinitario,Trinidad,125625.0
1175,Neuhaus (Callebaut),Dark,2007,73.0,Belgium,20.0,Blend,Other,36500.0
1176,Neuhaus (Callebaut),West Africa,2006,73.0,Belgium,40.0,Forastero,West Africa,73000.0
1177,Neuhaus (Callebaut),Sao Tome,2006,75.0,Belgium,55.0,Forastero,Sao Tome,103125.0
1178,Neuhaus (Callebaut),Ocumare,2006,71.0,Belgium,60.0,Criollo,Venezuela,106500.0
1179,Nibble,Patanemo,2015,72.0,U.S.A.,45.0,Criollo,Venezuela,81000.0
1180,Nibble,Elvesia P.,2015,72.0,U.S.A.,55.0,Trinitario,Dominican Republic,99000.0
1181,Nibble,"Ambanja, Sambirano Valley",2015,72.0,U.S.A.,60.0,Trinitario,Madagascar,108000.0
1182,Nibble,Tumbes,2015,72.0,U.S.A.,60.0,Criollo,Peru,108000.0
1183,Night Owl,Peru,2013,75.0,U.S.A.,55.0,Blend,Peru,103125.0
1184,Night Owl,Ecuador,2013,75.0,U.S.A.,70.0,Blend,Ecuador,131250.0
1185,Noble Bean aka Jerjobo,Ghana,2014,75.0,U.S.A.,60.0,Forastero,Ghana,112500.0
1186,Noble Bean aka Jerjobo,Moho Valley,2014,75.0,U.S.A.,60.0,Trinitario,Belize,112500.0
1187,Noble Bean aka Jerjobo,Maranon Canyon,2014,75.0,U.S.A.,65.0,Forastero (Nacional),Peru,121875.0
1188,Noir d' Ebine,Venezuela,2012,70.0,U.S.A.,60.0,Blend,Venezuela,105000.0
1189,Noir d' Ebine,Ecuador,2012,70.0,U.S.A.,60.0,Blend,Ecuador,105000.0
1190,Nova Monda,"La Patriota, cacao Indio, purple label",2012,70.0,Nicaragua,60.0,Blend,Nicaragua,105000.0
1191,Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",2012,75.0,Niacragua,55.0,Blend,Nicaragua,103125.0
1192,Nova Monda,"Punta Galera, cacao Nacional, gold label",2012,80.0,Nicaragua,65.0,Forastero (Nacional),Ecuador,130000.0
1193,Nuance,"Ghana, 2013",2015,70.0,U.S.A.,75.0,Forastero,Ghana,131250.0
1194,Nuance,"Ecuador, 2013",2015,70.0,U.S.A.,55.0,Trinitario,Ecuador,96250.0
1195,Nuance,"Canoabo, 2013",2015,70.0,U.S.A.,60.0,Criollo,Venezuela,105000.0
1196,Nuance,"Sambirano Valley, 2012",2015,70.0,U.S.A.,70.0,Trinitario,Madagascar,122500.0
1197,Nuance,La Red,2015,70.0,U.S.A.,75.0,Blend,Dominican Republic,131250.0
1198,Nugali,Fazenda Leolinda,2016,70.0,Brazil,70.0,Trinitario (Scavina),Brazil,122500.0
1199,Oakland Chocolate Co.,Jamaica,2010,70.0,U.S.A.,50.0,Trinitario,Jamaica,87500.0
1200,Obolo,Pangoa,2015,70.0,Chile,75.0,Criollo,Peru,131250.0
1201,Obolo,"Pangoa, w/ nibs",2015,70.0,Chile,75.0,Criollo,Peru,131250.0
1202,Ocelot,Virunga,2015,70.0,Scotland,75.0,Forastero,Congo,131250.0
1203,Ocelot,Piura,2015,75.0,Scotland,80.0,Criollo,Peru,150000.0
1204,Ocho,Sang Yum Coop,2016,100.0,New Zealand,55.0,Blend,Samoa,137500.0
1205,Ocho,Sang Yum Coop,2016,70.0,New Zealand,70.0,Blend,Samoa,122500.0
1206,Ocho,"PNG, Devotion",2014,66.0,New Zealand,55.0,Blend,Papua New Guinea,90750.0
1207,Ocho,"PNG, Revolution",2014,70.0,New Zealand,60.0,Blend,Papua New Guinea,105000.0
1208,Ocho,"PNG, Voodoo",2014,88.0,New Zealand,65.0,Blend,Papua New Guinea,143000.0
1209,Ocho,"PNG, Nib Bar",2014,74.0,New Zealand,70.0,Blend,Papua New Guinea,129500.0
1210,Ohiyo,"San Juan Estate, Gran Couva",2015,70.0,U.S.A.,55.0,Trinitario,Trinidad,96250.0
1211,Ohiyo,Tanzania,2015,70.0,U.S.A.,60.0,Blend,Tanzania,105000.0
1212,Oialla by Bojessen (Malmo),"Sylvestre, Oialla",2011,70.0,Germany,70.0,Criollo,Bolivia,122500.0
1213,Olive and Sinclair,Dominican Republic prototype,2010,72.0,U.S.A.,60.0,Blend,Dominican Republic,108000.0
1214,Olive and Sinclair,Ghana prototype,2010,72.0,U.S.A.,60.0,Forastero,Ghana,108000.0
1215,Olive and Sinclair,Dark 67,2009,67.0,U.S.A.,55.0,Blend,"Ghana, Domin. Rep",92125.0
1216,Olive and Sinclair,Dark 75,2009,75.0,U.S.A.,60.0,Blend,"Ghana, Domin. Rep",112500.0
1217,Olivia,Carribean-Raw,2011,76.0,Canada,40.0,Blend,Carribean,76000.0
1218,Olivia,Carribean,2011,76.0,Canada,55.0,Blend,Carribean,104500.0
1219,Olivia,Carribean,2011,85.0,Canada,55.0,Blend,Carribean,116875.0
1220,Olivia,Carribean-Raw,2011,85.0,Canada,60.0,Blend,Carribean,127500.0
1221,Omanhene,Ghana,2011,80.0,Ghana,55.0,Forastero,Ghana,110000.0
1222,Omnom,"Kakao Kamili, Kilombero Valley",2016,70.0,Iceland,75.0,Trinitario,Tanzania,131250.0
1223,Omnom,Papua New Guinea,2014,70.0,Iceland,60.0,Blend,Papua New Guinea,105000.0
1224,Omnom,Madagascar,2014,66.0,Iceland,70.0,Trinitario,Madagascar,115500.0
1225,organicfair,Maya Mountain,2013,74.0,Canada,55.0,Trinitario,Belize,101750.0
1226,organicfair,La Red,2013,72.0,Canada,55.0,Blend,Dominican Republic,99000.0
1227,organicfair,Nicaraqua,2013,72.0,Canada,55.0,Trinitario,Nicaragua,99000.0
1228,organicfair,Caribe,2013,72.0,Canada,60.0,Blend,Dominican Republic,108000.0
1229,organicfair,Mindo,2013,72.0,Canada,60.0,Trinitario,Ecuador,108000.0
1230,Original Beans (Felchlin),Papua Kerafat,2014,68.0,Switzerland,55.0,Blend,Papua New Guinea,93500.0
1231,Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",2014,80.0,Switzerland,65.0,Blend,Other,130000.0
1232,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",2011,66.0,Switzerland,75.0,Blend,Bolivia,123750.0
1233,Original Beans (Felchlin),"D.R. Congo, Cru Virunga",2009,70.0,Switzerland,60.0,Forastero,Congo,105000.0
1234,Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",2009,75.0,Switzerland,60.0,Criollo,Peru,112500.0
1235,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",2009,68.0,Switzerland,65.0,Blend,Bolivia,110500.0
1236,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",2009,60.0,U.S.A.,60.0,Criollo,Hawaii,90000.0
1237,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",2006,60.0,U.S.A.,60.0,Blend,Hawaii,90000.0
1238,Orquidea,Peru,2012,65.0,Peru,60.0,Blend,Peru,97500.0
1239,Orquidea,Peru,2012,72.0,Peru,60.0,Blend,Peru,108000.0
1240,Pacari,"Sierra Nevada, Tutu Iku",2016,70.0,Ecuador,80.0,Blend,Colombia,140000.0
1241,Pacari,Garaua,2014,70.0,Ecuador,65.0,Blend,Ecuador,113750.0
1242,Pacari,Cumbia,2014,70.0,Ecuador,70.0,Blend,Ecuador,122500.0
1243,Pacari,Montubia,2014,70.0,Ecuador,75.0,Blend,Ecuador,131250.0
1244,Pacari,Tangara,2014,70.0,Ecuador,80.0,Blend,Ecuador,140000.0
1245,Pacari,"Ecuador, raw",2012,85.0,Ecuador,55.0,Blend,Ecuador,116875.0
1246,Pacari,Piura,2012,70.0,Ecuador,80.0,Blend,Peru,140000.0
1247,Pacari,Nube- prototype,2011,70.0,Ecuador,70.0,Blend,Ecuador,122500.0
1248,Pacari,Esmeraldas,2008,60.0,Ecuador,50.0,Forastero (Arriba),Ecuador,75000.0
1249,Pacari,Manabi,2008,65.0,Ecuador,55.0,Forastero (Arriba),Ecuador,89375.0
1250,Pacari,Los Rios,2008,72.0,Ecuador,60.0,Forastero (Arriba),Ecuador,108000.0
1251,Pacari,Raw,2008,100.0,Ecuador,40.0,Forastero (Arriba),Ecuador,100000.0
1252,Pacari,Raw,2008,70.0,Ecuador,70.0,Forastero (Arriba),Ecuador,122500.0
1253,Palette de Bine,Lachua,2016,70.0,Canada,55.0,Blend,Guatemala,96250.0
1254,Palette de Bine,Maya Mtn,2016,72.0,Canada,60.0,Trinitario,Belize,108000.0
1255,Palette de Bine,"Silvestre, La Paz, Beni",2015,70.0,Canada,65.0,Blend,Bolivia,113750.0
1256,Palette de Bine,"San Juan Estate, Gran Couva",2015,70.0,Canada,65.0,Trinitario,Trinidad,113750.0
1257,Palette de Bine,Kokoa Kamili,2015,72.0,Canada,70.0,Blend,Tanzania,126000.0
1258,Palette de Bine,Lam Dong,2015,72.0,Canada,75.0,Trinitario,Vietnam,135000.0
1259,Palette de Bine,"Alto Beni, Palos Blancos",2014,72.0,Canada,55.0,Blend,Bolivia,99000.0
1260,Palette de Bine,Sambirano,2014,78.0,Canada,75.0,Trinitario,Madagascar,146250.0
1261,Palette de Bine,"Camino Verde P., Balao, Guayas",2014,75.0,Canada,55.0,Blend,Ecuador,103125.0
1262,Palette de Bine,Duo- Gran Couva & Camino Verde,2014,75.0,Canada,70.0,Blend,"Trinidad, Ecuador",131250.0
1263,Palette de Bine,Gran Couva,2014,70.0,Canada,75.0,Trinitario,Trinidad,131250.0
1264,Pangea,Matasawalevu,2016,76.0,Spain,60.0,Blend,Fiji,114000.0
1265,Park 75,South America,2014,65.0,U.S.A.,70.0,Blend,South America,113750.0
1266,Parliament,Kilombero Valley,2016,70.0,U.S.A.,65.0,Blend,Tanzania,113750.0
1267,Parliament,"Lachua, Q'egchi families",2015,70.0,U.S.A.,70.0,Blend,Guatemala,122500.0
1268,Parliament,Alto Beni,2014,70.0,U.S.A.,60.0,Blend,Bolivia,105000.0
1269,Parliament,Oko Caribe,2014,70.0,U.S.A.,70.0,Blend,Dominican Republic,122500.0
1270,Pascha,Peru,2013,55.0,Peru,50.0,Blend,Peru,68750.0
1271,Pascha,Peru,2013,70.0,Peru,55.0,Blend,Peru,96250.0
1272,Patric,Signature Blend,2011,70.0,U.S.A.,75.0,Blend,Other,131250.0
1273,Patric,Madagascar,2009,75.0,U.S.A.,80.0,Trinitario,Madagascar,150000.0
1274,Patric,Madagascar,2009,67.0,U.S.A.,70.0,Trinitario,Madagascar,117250.0
1275,Patric,"Rio Caribe, Paria Penninsula",2009,70.0,U.S.A.,70.0,Trinitario,Venezuela,122500.0
1276,Patric,Madagascar,2007,70.0,U.S.A.,80.0,Trinitario,Madagascar,140000.0
1277,Patric,"Piura, Choc. Garage Exclusive",2013,67.0,U.S.A.,80.0,Blend,Peru,134000.0
1278,Paul Young,"Madagascar, w/ shell",2014,73.0,U.K.,45.0,Trinitario,Madagascar,82125.0
1279,Paul Young,"Madagascar, w/ shell",2014,64.0,U.K.,55.0,Trinitario,Madagascar,88000.0
1280,Peppalo,Dominican Republic,2015,82.0,U.S.A.,60.0,Blend,Dominican Republic,123000.0
1281,Pierre Marcolini,"Haut Penja, w/ nibs",2015,70.0,Belgium,65.0,Forastero,Cameroon,113750.0
1282,Pierre Marcolini,Chuao,2010,75.0,Belgium,60.0,Criollo,Venezuela,112500.0
1283,Pierre Marcolini,Trinite,2010,75.0,Belgium,65.0,Trinitario,Trinidad,121875.0
1284,Pierre Marcolini,"Baracoa, Cuba",2010,78.0,Belgium,75.0,"Criollo, Forastero",Cuba,146250.0
1285,Pierre Marcolini,"Peru, Las Pampas P.",2010,85.0,Belgium,60.0,Criollo,Peru,127500.0
1286,Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",2009,72.0,Belgium,60.0,Forastero,Brazil,108000.0
1287,Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",2009,72.0,Belgium,60.0,Criollo,Mexico,108000.0
1288,Pierre Marcolini,Cabosse,2007,70.0,Belgium,80.0,Blend,"Venezuela, Java",140000.0
1289,Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",2007,72.0,Belgium,75.0,Forastero (Nacional),Ecuador,135000.0
1290,Pierre Marcolini,"Sambirano, Ambanja, Madagascar",2007,72.0,Belgium,80.0,Trinitario,Madagascar,144000.0
1291,Pierre Marcolini,Fleur de Cacao,2007,85.0,Belgium,70.0,Blend,Venezuela/ Ghana,148750.0
1292,Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",2006,72.0,Belgium,80.0,Criollo,Mexico,144000.0
1293,Pierre Marcolini,"Kendem Lembu, Java",2006,72.0,Belgium,60.0,Criollo,Indonesia,108000.0
1294,Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",2006,72.0,Belgium,80.0,Criollo,Venezuela,144000.0
1295,Pinellas,Wampusirpi Region,2016,80.0,U.S.A.,50.0,Blend,Honduras,100000.0
1296,Pitch Dark,Tenor,2015,62.0,U.S.A.,50.0,Blend,Nicaragua,77500.0
1297,Pitch Dark,Johe,2015,80.0,U.S.A.,55.0,Blend,Nicaragua,110000.0
1298,Pitch Dark,Chuno,2015,80.0,U.S.A.,55.0,"Criollo, Trinitario",Nicaragua,110000.0
1299,Pitch Dark,Nicalizo,2015,80.0,U.S.A.,55.0,Trinitario,Nicaragua,110000.0
1300,Pitch Dark,Rugoso,2015,80.0,U.S.A.,65.0,Blend,Nicaragua,130000.0
1301,Pitch Dark,Akesson Estate,2014,73.0,U.S.A.,65.0,Trinitario,Madagascar,118625.0
1302,Pitch Dark,Namau Village,2014,73.0,U.S.A.,50.0,Trinitario,Fiji,91250.0
1303,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",2014,73.0,U.S.A.,65.0,Blend,Ecuador,118625.0
1304,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",2014,73.0,U.S.A.,70.0,Blend,Ecuador,127750.0
1305,Pomm (aka Dead Dog),"La Red, 2011",2012,76.0,U.S.A.,50.0,Blend,Dominican Republic,95000.0
1306,Pomm (aka Dead Dog),Peru,2012,82.0,U.S.A.,55.0,Criollo,Peru,112750.0
1307,Potomac,"Oko Caribe, Duarte Province, 2016 H.",2016,70.0,U.S.A.,75.0,Blend,Domincan Republic,131250.0
1308,Potomac,"Cuyagua, 2013",2014,70.0,U.S.A.,75.0,Blend,Venezuela,131250.0
1309,Potomac,Upala w/ nibs,2011,70.0,U.S.A.,70.0,Matina,Costa Rica,122500.0
1310,Potomac,"Upala, Batch 18",2011,70.0,U.S.A.,60.0,Matina,Costa Rica,105000.0
1311,Potomac,"San Martin, Amazonian Highlands",2011,70.0,U.S.A.,55.0,Blend,Peru,96250.0
1312,Potomac,Bahia,2011,70.0,U.S.A.,70.0,Blend,Brazil,122500.0
1313,Potomac,"Upala, Batch 12",2010,82.0,U.S.A.,75.0,Matina,Costa Rica,153750.0
1314,Pralus,Peru,2015,75.0,France,65.0,Blend,Peru,121875.0
1315,Pralus,"Porcelana, S. of Lake Maracaibo",2011,75.0,France,65.0,Criollo (Porcelana),Venezuela,121875.0
1316,Pralus,Chuao,2010,75.0,France,70.0,Trinitario,Venezuela,131250.0
1317,Pralus,Cuyagua,2009,75.0,France,40.0,Blend,Venezuela,75000.0
